Date,Parameter,Level_m,Symbol
2011-03-02,Level,1.74399995803833,NA
2011-03-03,Level,1.74500000476837,NA
2011-03-04,Level,1.74100005626678,NA
2011-03-05,Level,1.74600005149841,NA
2011-03-06,Level,1.74699997901917,NA
2011-03-07,Level,1.74699997901917,NA
2011-03-08,Level,1.74600005149841,NA
2011-03-09,Level,1.74100005626678,NA
2011-03-10,Level,1.7389999628067,NA
2011-03-11,Level,1.73800003528595,NA
2011-03-12,Level,1.74199998378754,NA
2011-03-13,Level,1.73800003528595,NA
2011-03-14,Level,1.74199998378754,NA
2011-03-15,Level,1.74100005626678,NA
2011-03-16,Level,1.74600005149841,NA
2011-03-17,Level,1.74500000476837,NA
2011-03-18,Level,1.74100005626678,NA
2011-03-19,Level,1.74000000953674,NA
2011-03-20,Level,1.7389999628067,NA
2011-03-21,Level,1.74100005626678,NA
2011-03-22,Level,1.7389999628067,NA
2011-03-23,Level,1.73599994182587,NA
2011-03-24,Level,1.73300004005432,NA
2011-03-25,Level,1.73099994659424,NA
2011-03-26,Level,1.73199999332428,NA
2011-03-27,Level,1.73300004005432,NA
2011-03-28,Level,1.73000001907349,NA
2011-03-29,Level,1.72699999809265,NA
2011-03-30,Level,1.73000001907349,NA
2011-03-31,Level,1.73000001907349,NA
2011-04-01,Level,1.72800004482269,NA
2011-04-02,Level,1.72800004482269,NA
2011-04-03,Level,1.72200000286102,NA
2011-04-04,Level,1.72300004959106,NA
2011-04-05,Level,1.72200000286102,NA
2011-04-06,Level,1.72399997711182,NA
2011-04-07,Level,1.72500002384186,NA
2011-04-08,Level,1.72099995613098,NA
2011-04-09,Level,1.71899998188019,NA
2011-04-10,Level,1.71700000762939,NA
2011-04-11,Level,1.72599995136261,NA
2011-04-12,Level,1.71599996089935,NA
2011-04-13,Level,1.71899998188019,NA
2011-04-14,Level,1.72699999809265,NA
2011-04-15,Level,1.72699999809265,NA
2011-04-16,Level,1.74000000953674,NA
2011-04-17,Level,1.74199998378754,NA
2011-04-18,Level,1.74100005626678,NA
2011-04-19,Level,1.7389999628067,NA
2011-04-20,Level,1.7389999628067,NA
2011-04-21,Level,1.7389999628067,NA
2011-04-22,Level,1.73699998855591,NA
2011-04-23,Level,1.73500001430511,NA
2011-04-24,Level,1.73699998855591,NA
2011-04-25,Level,1.73800003528595,NA
2011-04-26,Level,1.74100005626678,NA
2011-04-27,Level,1.74500000476837,NA
2011-04-28,Level,1.75600004196167,NA
2011-04-29,Level,1.76600003242493,NA
2011-04-30,Level,1.77400004863739,NA
2011-05-01,Level,1.78199994564056,NA
2011-05-02,Level,1.79499995708466,NA
2011-05-03,Level,1.82099997997284,NA
2011-05-04,Level,1.83399999141693,NA
2011-05-05,Level,1.85800004005432,NA
2011-05-06,Level,1.88199996948242,NA
2011-05-07,Level,1.91299998760223,NA
2011-05-08,Level,1.94799995422363,NA
2011-05-09,Level,1.98800003528595,NA
2011-05-10,Level,2.02500009536743,NA
2011-05-11,Level,2.07599997520447,NA
2011-05-12,Level,2.11800003051758,NA
2011-05-13,Level,2.15400004386902,NA
2011-05-14,Level,2.19199991226196,NA
2011-05-15,Level,2.23099994659424,NA
2011-05-16,Level,2.28600001335144,NA
2011-05-17,Level,2.3659999370575,NA
2011-05-18,Level,2.44099998474121,NA
2011-05-19,Level,2.51500010490417,NA
2011-05-20,Level,2.57800006866455,NA
2011-05-21,Level,2.64199995994568,NA
2011-05-22,Level,2.7039999961853,NA
2011-05-23,Level,2.76099991798401,NA
2011-05-24,Level,2.81299996376038,NA
2011-05-25,Level,2.85800004005432,NA
2011-05-26,Level,2.91400003433228,NA
2011-05-27,Level,2.98900008201599,NA
2011-05-28,Level,3.07200002670288,NA
2011-05-29,Level,3.1340000629425,NA
2011-05-30,Level,3.18300008773804,NA
2011-05-31,Level,3.21900010108948,NA
2011-06-01,Level,3.24900007247925,NA
2011-06-02,Level,3.27600002288818,NA
2011-06-03,Level,3.29099988937378,NA
2011-06-04,Level,3.29500007629395,NA
2011-06-05,Level,3.2960000038147,NA
2011-06-06,Level,3.29399991035461,NA
2011-06-07,Level,3.28900003433228,NA
2011-06-08,Level,3.27699995040894,NA
2011-06-09,Level,3.26999998092651,NA
2011-06-10,Level,3.25699996948242,NA
2011-06-11,Level,3.2409999370575,NA
2011-06-12,Level,3.22000002861023,NA
2011-06-13,Level,3.20000004768372,NA
2011-06-14,Level,3.18300008773804,NA
2011-06-15,Level,3.16499996185303,NA
2011-06-16,Level,3.13800001144409,NA
2011-06-17,Level,3.11299991607666,NA
2011-06-18,Level,3.09599995613098,NA
2011-06-19,Level,3.07200002670288,NA
2011-06-20,Level,3.04900002479553,NA
2011-06-21,Level,3.02500009536743,NA
2011-06-22,Level,3.00600004196167,NA
2011-06-23,Level,2.98600006103516,NA
2011-06-24,Level,2.97199988365173,NA
2011-06-25,Level,2.96900010108948,NA
2011-06-26,Level,2.9449999332428,NA
2011-06-27,Level,2.9300000667572,NA
2011-06-28,Level,2.91400003433228,NA
2011-06-29,Level,2.90100002288818,NA
2011-06-30,Level,2.88100004196167,NA
2011-07-01,Level,2.85500001907349,NA
2011-07-02,Level,2.83999991416931,NA
2011-07-03,Level,2.82800006866455,NA
2011-07-04,Level,2.80599999427795,NA
2011-07-05,Level,2.78600001335144,NA
2011-07-06,Level,2.7720000743866,NA
2011-07-07,Level,2.75999999046326,NA
2011-07-08,Level,2.74900007247925,NA
2011-07-09,Level,2.72399997711182,NA
2011-07-10,Level,2.70199990272522,NA
2011-07-11,Level,2.68799996376038,NA
2011-07-12,Level,2.67799997329712,NA
2011-07-13,Level,2.66400003433228,NA
2011-07-14,Level,2.66300010681152,NA
2011-07-15,Level,2.65799999237061,NA
2011-07-16,Level,2.63899993896484,NA
2011-07-17,Level,2.63899993896484,NA
2011-07-18,Level,2.63299989700317,NA
2011-07-19,Level,2.62800002098083,NA
2011-07-20,Level,2.61800003051758,NA
2011-07-21,Level,2.61500000953674,NA
2011-07-22,Level,2.60700011253357,NA
2011-07-23,Level,2.6010000705719,NA
2011-07-24,Level,2.58800005912781,NA
2011-07-25,Level,2.57999992370605,NA
2011-07-26,Level,2.57200002670288,NA
2011-07-27,Level,2.56100010871887,NA
2011-07-28,Level,2.5460000038147,NA
2011-07-29,Level,2.53600001335144,NA
2011-07-30,Level,2.52699995040894,NA
2011-07-31,Level,2.52300000190735,NA
2011-08-01,Level,2.51099991798401,NA
2011-08-02,Level,2.49600005149841,NA
2011-08-03,Level,2.48399996757507,NA
2011-08-04,Level,2.47199988365173,NA
2011-08-05,Level,2.46499991416931,A
2011-08-06,Level,2.45499992370605,NA
2011-08-07,Level,2.43600010871887,NA
2011-08-08,Level,2.42300009727478,NA
2011-08-09,Level,2.41300010681152,NA
2011-08-10,Level,2.3989999294281,NA
2011-08-11,Level,2.39100003242493,NA
2011-08-12,Level,2.37599992752075,NA
2011-08-13,Level,2.36199998855591,NA
2011-08-14,Level,2.35599994659424,NA
2011-08-15,Level,2.34899997711182,NA
2011-08-16,Level,2.33599996566772,NA
2011-08-17,Level,2.32599997520447,NA
2011-08-18,Level,2.31500005722046,NA
2011-08-19,Level,2.29900002479553,NA
2011-08-20,Level,2.28500008583069,NA
2011-08-21,Level,2.27699995040894,NA
2011-08-22,Level,2.27099990844727,NA
2011-08-23,Level,2.2590000629425,NA
2011-08-24,Level,2.2590000629425,NA
2011-08-25,Level,2.24399995803833,NA
2011-08-26,Level,2.23200011253357,NA
2011-08-27,Level,2.22099995613098,NA
2011-08-28,Level,2.21000003814697,NA
2011-08-29,Level,2.20799994468689,NA
2011-08-30,Level,2.20099997520447,NA
2011-08-31,Level,2.18700003623962,NA
2011-09-01,Level,2.18600010871887,NA
2011-09-02,Level,2.17700004577637,NA
2011-09-03,Level,2.15799999237061,NA
2011-09-04,Level,2.15000009536743,NA
2011-09-05,Level,2.13800001144409,NA
2011-09-06,Level,2.12800002098083,NA
2011-09-07,Level,2.12299990653992,NA
2011-09-08,Level,2.1159999370575,NA
2011-09-09,Level,2.11100006103516,NA
2011-09-10,Level,2.1029999256134,NA
2011-09-11,Level,2.09299993515015,NA
2011-09-12,Level,2.0789999961853,NA
2011-09-13,Level,2.07200002670288,NA
2011-09-14,Level,2.06800007820129,NA
2011-09-15,Level,2.06900000572205,NA
2011-09-16,Level,2.0699999332428,NA
2011-09-17,Level,2.05399990081787,NA
2011-09-18,Level,2.04399991035461,NA
2011-09-19,Level,2.03500008583069,NA
2011-09-20,Level,2.01699995994568,NA
2011-09-21,Level,2.01399993896484,NA
2011-09-22,Level,2.00699996948242,NA
2011-09-23,Level,2.02800011634827,NA
2011-09-24,Level,2.02500009536743,NA
2011-09-25,Level,2.03299999237061,NA
2011-09-26,Level,2.02600002288818,NA
2011-09-27,Level,2.03600001335144,NA
2011-09-28,Level,2.04099988937378,NA
2011-09-29,Level,2.03999996185303,NA
2011-09-30,Level,2.04999995231628,NA
2011-10-01,Level,2.04900002479553,NA
2011-10-02,Level,2.0460000038147,NA
2011-10-03,Level,2.04200005531311,NA
2011-10-04,Level,2.04099988937378,NA
2011-10-05,Level,2.04200005531311,NA
2011-10-06,Level,2.04399991035461,NA
2011-10-07,Level,2.04900002479553,NA
2011-10-08,Level,2.03500008583069,NA
2011-10-09,Level,2.03900003433228,NA
2011-10-10,Level,2.02900004386902,NA
2011-10-11,Level,2.02699995040894,NA
2011-10-12,Level,2.03200006484985,NA
2011-10-13,Level,2.02800011634827,NA
2011-10-14,Level,2.02300000190735,NA
2011-10-15,Level,2.01999998092651,NA
2011-10-16,Level,2.01500010490417,NA
2011-10-17,Level,2.01099991798401,NA
2011-10-18,Level,2.00999999046326,NA
2011-10-19,Level,2.00999999046326,NA
2011-10-20,Level,2.00399994850159,NA
2011-10-21,Level,1.99699997901917,NA
2011-10-22,Level,1.99800002574921,NA
2011-10-23,Level,1.99600005149841,NA
2011-10-24,Level,1.99500000476837,NA
2011-10-25,Level,1.98699998855591,NA
2011-10-26,Level,1.99000000953674,NA
2011-10-27,Level,1.97699999809265,NA
2011-10-28,Level,1.97099995613098,NA
2011-10-29,Level,1.9650000333786,NA
2011-10-30,Level,1.96899998188019,NA
2011-10-31,Level,1.97399997711182,NA
2011-11-01,Level,1.95000004768372,NA
2011-11-02,Level,1.94400000572205,NA
2011-11-03,Level,1.94599997997284,NA
2011-11-04,Level,1.93499994277954,NA
2011-11-05,Level,1.93099999427795,NA
2011-11-06,Level,1.93299996852875,NA
2011-11-07,Level,1.932000041008,NA
2011-11-08,Level,1.9210000038147,NA
2011-11-09,Level,1.91199994087219,NA
2011-11-10,Level,1.92599999904633,NA
2011-11-11,Level,1.93099999427795,NA
2011-11-12,Level,1.92700004577637,NA
2011-11-13,Level,1.93599998950958,NA
2011-11-14,Level,1.92599999904633,NA
2011-11-15,Level,1.91299998760223,NA
2011-11-16,Level,1.88800001144409,NA
2011-11-17,Level,1.89199995994568,NA
2011-11-18,Level,1.89300000667572,NA
2011-11-19,Level,1.88300001621246,NA
2011-11-20,Level,1.87399995326996,NA
2011-11-21,Level,1.86699998378754,NA
2011-11-22,Level,1.87600004673004,NA
2011-11-23,Level,1.87300002574921,NA
2011-11-24,Level,1.86099994182587,NA
2011-11-25,Level,1.87100005149841,NA
2011-11-26,Level,1.86000001430511,NA
2011-11-27,Level,1.88900005817413,NA
2011-11-28,Level,1.87800002098083,NA
2011-11-29,Level,1.88199996948242,NA
2011-11-30,Level,1.88900005817413,NA
2011-12-01,Level,1.89600002765656,NA
2011-12-02,Level,1.89300000667572,NA
2011-12-03,Level,1.88900005817413,NA
2011-12-04,Level,1.88199996948242,NA
2011-12-05,Level,1.88399994373322,NA
2011-12-06,Level,1.88100004196167,NA
2011-12-07,Level,1.87199997901917,NA
2011-12-08,Level,1.87000000476837,NA
2011-12-09,Level,1.86199998855591,NA
2011-12-10,Level,1.86600005626678,NA
2011-12-11,Level,1.86600005626678,NA
2011-12-12,Level,1.85399997234344,NA
2011-12-13,Level,1.85599994659424,NA
2011-12-14,Level,1.85300004482269,NA
2011-12-15,Level,1.85599994659424,NA
2011-12-16,Level,1.85300004482269,NA
2011-12-17,Level,1.87100005149841,NA
2011-12-18,Level,1.87100005149841,NA
2011-12-19,Level,1.86699998378754,NA
2011-12-20,Level,1.88100004196167,NA
2011-12-21,Level,1.86199998855591,NA
2011-12-22,Level,1.84800004959106,NA
2011-12-23,Level,1.85699999332428,NA
2011-12-24,Level,1.84800004959106,NA
2011-12-25,Level,1.85699999332428,NA
2011-12-26,Level,1.8400000333786,NA
2011-12-27,Level,1.84899997711182,NA
2011-12-28,Level,1.84599995613098,NA
2011-12-29,Level,1.85000002384186,NA
2011-12-30,Level,1.85500001907349,NA
2011-12-31,Level,1.84500002861023,NA
2012-01-01,Level,1.8309999704361,NA
2012-01-02,Level,1.83700001239777,NA
2012-01-03,Level,1.83700001239777,NA
2012-01-04,Level,1.85000002384186,NA
2012-01-05,Level,1.85800004005432,NA
2012-01-06,Level,1.85099995136261,NA
2012-01-07,Level,1.84800004959106,NA
2012-01-08,Level,1.85699999332428,NA
2012-01-09,Level,1.87399995326996,NA
2012-01-10,Level,1.86300003528595,NA
2012-01-11,Level,1.85500001907349,NA
2012-01-12,Level,1.85500001907349,NA
2012-01-13,Level,1.85599994659424,NA
2012-01-14,Level,1.85500001907349,NA
2012-01-15,Level,1.85599994659424,NA
2012-01-16,Level,1.85300004482269,NA
2012-01-17,Level,1.85399997234344,NA
2012-01-18,Level,1.84700000286102,NA
2012-01-19,Level,1.84500002861023,NA
2012-01-20,Level,1.84500002861023,NA
2012-01-21,Level,1.85899996757507,NA
2012-01-22,Level,1.85300004482269,NA
2012-01-23,Level,1.85899996757507,NA
2012-01-24,Level,1.85099995136261,NA
2012-01-25,Level,1.86199998855591,NA
2012-01-26,Level,1.86500000953674,NA
2012-01-27,Level,1.86199998855591,NA
2012-01-28,Level,1.85699999332428,NA
2012-01-29,Level,1.86199998855591,NA
2012-01-30,Level,1.8639999628067,NA
2012-01-31,Level,1.86099994182587,NA
2012-02-01,Level,1.86300003528595,NA
2012-02-02,Level,1.85500001907349,NA
2012-02-03,Level,1.85699999332428,NA
2012-02-04,Level,1.85899996757507,NA
2012-02-05,Level,1.85500001907349,NA
2012-02-06,Level,1.85399997234344,NA
2012-02-07,Level,1.85300004482269,NA
2012-02-08,Level,1.85500001907349,NA
2012-02-09,Level,1.84700000286102,NA
2012-02-10,Level,1.85399997234344,NA
2012-02-11,Level,1.85300004482269,NA
2012-02-12,Level,1.85500001907349,NA
2012-02-13,Level,1.85699999332428,NA
2012-02-14,Level,1.85399997234344,NA
2012-02-15,Level,1.85099995136261,NA
2012-02-16,Level,1.85300004482269,NA
2012-02-17,Level,1.85199999809265,NA
2012-02-18,Level,1.86000001430511,NA
2012-02-19,Level,1.85599994659424,NA
2012-02-20,Level,1.85000002384186,NA
2012-02-21,Level,1.85800004005432,NA
2012-02-22,Level,1.86000001430511,NA
2012-02-23,Level,1.85699999332428,NA
2012-02-24,Level,1.85000002384186,NA
2012-02-25,Level,1.85899996757507,NA
2012-02-26,Level,1.85699999332428,NA
2012-02-27,Level,1.85199999809265,NA
2012-02-28,Level,1.84899997711182,NA
2012-02-29,Level,1.85399997234344,NA
2012-03-01,Level,1.85300004482269,NA
2012-03-02,Level,1.85099995136261,NA
2012-03-03,Level,1.85300004482269,NA
2012-03-04,Level,1.85300004482269,NA
2012-03-05,Level,1.85899996757507,NA
2012-03-06,Level,1.85399997234344,NA
2012-03-07,Level,1.85199999809265,NA
2012-03-08,Level,1.8400000333786,NA
2012-03-09,Level,1.84599995613098,NA
2012-03-10,Level,1.83599996566772,NA
2012-03-11,Level,1.83800005912781,NA
2012-03-12,Level,1.83399999141693,NA
2012-03-13,Level,1.83800005912781,NA
2012-03-14,Level,1.82500004768372,NA
2012-03-15,Level,1.82700002193451,NA
2012-03-16,Level,1.8309999704361,NA
2012-03-17,Level,1.83299994468689,NA
2012-03-18,Level,1.83000004291534,NA
2012-03-19,Level,1.82200002670288,NA
2012-03-20,Level,1.817999958992,NA
2012-03-21,Level,1.82099997997284,NA
2012-03-22,Level,1.81900000572205,NA
2012-03-23,Level,1.81900000572205,NA
2012-03-24,Level,1.817999958992,NA
2012-03-25,Level,1.81599998474121,NA
2012-03-26,Level,1.81299996376038,NA
2012-03-27,Level,1.807000041008,NA
2012-03-28,Level,1.80499994754791,NA
2012-03-29,Level,1.80400002002716,NA
2012-03-30,Level,1.80900001525879,NA
2012-03-31,Level,1.80499994754791,NA
2012-04-01,Level,1.80499994754791,NA
2012-04-02,Level,1.79100000858307,NA
2012-04-03,Level,1.79900002479553,NA
2012-04-04,Level,1.80099999904633,NA
2012-04-05,Level,1.79999995231628,NA
2012-04-06,Level,1.79900002479553,NA
2012-04-07,Level,1.79700005054474,NA
2012-04-08,Level,1.79200005531311,NA
2012-04-09,Level,1.79100000858307,NA
2012-04-10,Level,1.7940000295639,NA
2012-04-11,Level,1.79700005054474,NA
2012-04-12,Level,1.80799996852875,NA
2012-04-13,Level,1.81700003147125,NA
2012-04-14,Level,1.83500003814697,NA
2012-04-15,Level,1.85000002384186,NA
2012-04-16,Level,1.86699998378754,NA
2012-04-17,Level,1.89300000667572,NA
2012-04-18,Level,1.9190000295639,NA
2012-04-19,Level,1.94599997997284,NA
2012-04-20,Level,1.98300004005432,NA
2012-04-21,Level,2.00799989700317,NA
2012-04-22,Level,2.03500008583069,NA
2012-04-23,Level,2.06800007820129,NA
2012-04-24,Level,2.09800004959106,NA
2012-04-25,Level,2.12899994850159,NA
2012-04-26,Level,2.17700004577637,NA
2012-04-27,Level,2.21000003814697,NA
2012-04-28,Level,2.24399995803833,NA
2012-04-29,Level,2.27999997138977,NA
2012-04-30,Level,2.32100009918213,NA
2012-05-01,Level,2.36700010299683,NA
2012-05-02,Level,2.40400004386902,NA
2012-05-03,Level,2.44000005722046,NA
2012-05-04,Level,2.47399997711182,NA
2012-05-05,Level,2.49499988555908,NA
2012-05-06,Level,2.51200008392334,NA
2012-05-07,Level,2.53099989891052,NA
2012-05-08,Level,2.55900001525879,NA
2012-05-09,Level,2.57699990272522,NA
2012-05-10,Level,2.59200000762939,NA
2012-05-11,Level,2.59200000762939,NA
2012-05-12,Level,2.6010000705719,NA
2012-05-13,Level,2.61199998855591,NA
2012-05-14,Level,2.62100005149841,NA
2012-05-15,Level,2.63599991798401,NA
2012-05-16,Level,2.65000009536743,NA
2012-05-17,Level,2.65899991989136,NA
2012-05-18,Level,2.66700005531311,NA
2012-05-19,Level,2.67400002479553,NA
2012-05-20,Level,2.67799997329712,NA
2012-05-21,Level,2.68099999427795,NA
2012-05-22,Level,2.69799995422363,NA
2012-05-23,Level,2.70300006866455,NA
2012-05-24,Level,2.71099996566772,NA
2012-05-25,Level,2.71399998664856,NA
2012-05-26,Level,2.72399997711182,NA
2012-05-27,Level,2.73200011253357,NA
2012-05-28,Level,2.7409999370575,A
2012-05-29,Level,NA,NA
2012-05-30,Level,2.75799989700317,A
2012-05-31,Level,2.76500010490417,NA
2012-06-01,Level,2.76900005340576,NA
2012-06-02,Level,2.77600002288818,NA
2012-06-03,Level,2.7739999294281,NA
2012-06-04,Level,2.77099990844727,NA
2012-06-05,Level,2.78500008583069,NA
2012-06-06,Level,2.78900003433228,NA
2012-06-07,Level,2.78299999237061,NA
2012-06-08,Level,2.78999996185303,NA
2012-06-09,Level,2.78900003433228,NA
2012-06-10,Level,2.78299999237061,NA
2012-06-11,Level,2.77500009536743,NA
2012-06-12,Level,2.77800011634827,NA
2012-06-13,Level,2.77999997138977,NA
2012-06-14,Level,2.7720000743866,NA
2012-06-15,Level,2.76300001144409,NA
2012-06-16,Level,2.76399993896484,NA
2012-06-17,Level,2.76399993896484,NA
2012-06-18,Level,2.7590000629425,NA
2012-06-19,Level,2.75300002098083,NA
2012-06-20,Level,2.73900008201599,NA
2012-06-21,Level,2.73099994659424,NA
2012-06-22,Level,2.72099995613098,NA
2012-06-23,Level,2.71199989318848,NA
2012-06-24,Level,2.71199989318848,NA
2012-06-25,Level,2.71000003814697,NA
2012-06-26,Level,2.70300006866455,NA
2012-06-27,Level,2.69400000572205,NA
2012-06-28,Level,2.68300008773804,NA
2012-06-29,Level,2.67600011825562,NA
2012-06-30,Level,2.67199993133545,NA
2012-07-01,Level,2.66100001335144,NA
2012-07-02,Level,2.65300011634827,NA
2012-07-03,Level,2.65199995040894,NA
2012-07-04,Level,2.63899993896484,NA
2012-07-05,Level,2.62299990653992,NA
2012-07-06,Level,2.61100006103516,NA
2012-07-07,Level,2.59599995613098,NA
2012-07-08,Level,2.58400011062622,NA
2012-07-09,Level,2.57200002670288,NA
2012-07-10,Level,2.56100010871887,NA
2012-07-11,Level,2.54800009727478,NA
2012-07-12,Level,2.53399991989136,NA
2012-07-13,Level,2.5220000743866,NA
2012-07-14,Level,2.51099991798401,NA
2012-07-15,Level,2.5,NA
2012-07-16,Level,2.48699998855591,NA
2012-07-17,Level,2.48099994659424,NA
2012-07-18,Level,2.47399997711182,NA
2012-07-19,Level,2.4539999961853,NA
2012-07-20,Level,2.43899989128113,NA
2012-07-21,Level,2.43199992179871,NA
2012-07-22,Level,2.4210000038147,NA
2012-07-23,Level,2.41700005531311,NA
2012-07-24,Level,2.40700006484985,NA
2012-07-25,Level,2.38800001144409,NA
2012-07-26,Level,2.37400007247925,NA
2012-07-27,Level,2.3659999370575,NA
2012-07-28,Level,2.35899996757507,NA
2012-07-29,Level,2.34500002861023,NA
2012-07-30,Level,2.33500003814697,NA
2012-07-31,Level,2.32500004768372,NA
2012-08-01,Level,2.31299996376038,NA
2012-08-02,Level,2.30599999427795,NA
2012-08-03,Level,2.29099988937378,NA
2012-08-04,Level,2.27600002288818,NA
2012-08-05,Level,2.26500010490417,NA
2012-08-06,Level,2.25200009346008,NA
2012-08-07,Level,2.24000000953674,NA
2012-08-08,Level,2.23900008201599,NA
2012-08-09,Level,2.23499989509583,NA
2012-08-10,Level,2.22099995613098,NA
2012-08-11,Level,2.20300006866455,NA
2012-08-12,Level,2.19300007820129,NA
2012-08-13,Level,2.18400001525879,NA
2012-08-14,Level,2.17400002479553,NA
2012-08-15,Level,2.16100001335144,NA
2012-08-16,Level,2.15199995040894,NA
2012-08-17,Level,2.14299988746643,NA
2012-08-18,Level,2.13499999046326,NA
2012-08-19,Level,2.12899994850159,NA
2012-08-20,Level,2.12599992752075,NA
2012-08-21,Level,2.125,NA
2012-08-22,Level,2.11800003051758,NA
2012-08-23,Level,2.11500000953674,NA
2012-08-24,Level,2.10599994659424,NA
2012-08-25,Level,2.08299994468689,NA
2012-08-26,Level,2.06500005722046,NA
2012-08-27,Level,2.06599998474121,NA
2012-08-28,Level,2.06200003623962,NA
2012-08-29,Level,2.05999994277954,NA
2012-08-30,Level,2.04800009727478,NA
2012-08-31,Level,2.03999996185303,NA
2012-09-01,Level,2.03600001335144,NA
2012-09-02,Level,2.03099989891052,NA
2012-09-03,Level,2.02600002288818,NA
2012-09-04,Level,2.01300001144409,NA
2012-09-05,Level,2.00200009346008,NA
2012-09-06,Level,1.9889999628067,NA
2012-09-07,Level,1.97899997234344,NA
2012-09-08,Level,1.97099995613098,NA
2012-09-09,Level,1.97099995613098,NA
2012-09-10,Level,1.97599995136261,NA
2012-09-11,Level,1.96800005435944,NA
2012-09-12,Level,1.94900000095367,NA
2012-09-13,Level,1.93700003623962,NA
2012-09-14,Level,1.932000041008,NA
2012-09-15,Level,1.92200005054474,NA
2012-09-16,Level,1.91199994087219,NA
2012-09-17,Level,1.90499997138977,NA
2012-09-18,Level,1.89999997615814,NA
2012-09-19,Level,1.89400005340576,NA
2012-09-20,Level,1.88699996471405,NA
2012-09-21,Level,1.87999999523163,NA
2012-09-22,Level,1.875,NA
2012-09-23,Level,1.87699997425079,NA
2012-09-24,Level,1.87800002098083,NA
2012-09-25,Level,1.87100005149841,NA
2012-09-26,Level,1.86000001430511,NA
2012-09-27,Level,1.85199999809265,NA
2012-09-28,Level,1.85599994659424,NA
2012-09-29,Level,1.85099995136261,NA
2012-09-30,Level,1.84200000762939,NA
2012-10-01,Level,1.86099994182587,NA
2012-10-02,Level,1.85199999809265,NA
2012-10-03,Level,1.83200001716614,NA
2012-10-04,Level,1.82700002193451,NA
2012-10-05,Level,1.81700003147125,NA
2012-10-06,Level,1.81099998950958,NA
2012-10-07,Level,1.81299996376038,NA
2012-10-08,Level,1.80400002002716,NA
2012-10-09,Level,1.80200004577637,NA
2012-10-10,Level,1.78600001335144,NA
2012-10-11,Level,1.77699995040894,NA
2012-10-12,Level,1.78199994564056,NA
2012-10-13,Level,1.78699994087219,NA
2012-10-14,Level,1.78799998760223,NA
2012-10-15,Level,1.77499997615814,NA
2012-10-16,Level,1.79900002479553,NA
2012-10-17,Level,1.77300000190735,NA
2012-10-18,Level,1.77400004863739,NA
2012-10-19,Level,1.78799998760223,NA
2012-10-20,Level,1.77300000190735,NA
2012-10-21,Level,1.76499998569489,NA
2012-10-22,Level,1.75999999046326,NA
2012-10-23,Level,1.75600004196167,NA
2012-10-24,Level,1.74399995803833,NA
2012-10-25,Level,1.73699998855591,NA
2012-10-26,Level,1.73500001430511,NA
2012-10-27,Level,1.73199999332428,NA
