Date,Parameter,Level_m,Symbol
2011-04-28,Level,3.75399994850159,NA
2011-04-29,Level,3.85999989509583,NA
2011-04-30,Level,4.00099992752075,NA
2011-05-01,Level,4.14300012588501,NA
2011-05-02,Level,4.25500011444092,NA
2011-05-03,Level,4.35500001907349,NA
2011-05-04,Level,4.40899991989136,NA
2011-05-05,Level,4.5019998550415,NA
2011-05-06,Level,4.59100008010864,NA
2011-05-07,Level,4.63399982452393,NA
2011-05-08,Level,4.60099983215332,NA
2011-05-09,Level,4.56199979782104,NA
2011-05-10,Level,4.52299976348877,NA
2011-05-11,Level,4.51200008392334,NA
2011-05-12,Level,4.52600002288818,NA
2011-05-13,Level,4.51999998092651,NA
2011-05-14,Level,4.46400022506714,NA
2011-05-15,Level,4.39300012588501,NA
2011-05-16,Level,4.31799983978271,NA
2011-05-17,Level,4.31199979782104,NA
2011-05-18,Level,4.34299993515015,NA
2011-05-19,Level,4.4060001373291,NA
2011-05-20,Level,4.41099977493286,NA
2011-05-21,Level,4.33500003814697,NA
2011-05-22,Level,4.25,NA
2011-05-23,Level,4.16800022125244,NA
2011-05-24,Level,4.11399984359741,NA
2011-05-25,Level,4.10200023651123,NA
2011-05-26,Level,4.11600017547607,NA
2011-05-27,Level,4.07000017166138,NA
2011-05-28,Level,3.98300004005432,NA
2011-05-29,Level,3.91300010681152,NA
2011-05-30,Level,3.8510000705719,NA
2011-05-31,Level,3.78999996185303,NA
2011-06-01,Level,3.73000001907349,NA
2011-06-02,Level,3.67899990081787,NA
2011-06-03,Level,3.63199996948242,NA
2011-06-04,Level,3.59100008010864,NA
2011-06-05,Level,3.55299997329712,NA
2011-06-06,Level,3.51699995994568,NA
2011-06-07,Level,3.54999995231628,NA
2011-06-08,Level,3.55200004577637,NA
2011-06-09,Level,3.52999997138977,NA
2011-06-10,Level,3.50999999046326,NA
2011-06-11,Level,3.48799991607666,NA
2011-06-12,Level,3.46499991416931,NA
2011-06-13,Level,3.44700002670288,NA
2011-06-14,Level,3.43099999427795,NA
2011-06-15,Level,3.41400003433228,NA
2011-06-16,Level,3.40300011634827,NA
2011-06-17,Level,3.3970000743866,NA
2011-06-18,Level,3.39299988746643,NA
2011-06-19,Level,3.38199996948242,NA
2011-06-20,Level,3.36899995803833,NA
2011-06-21,Level,3.35599994659424,NA
2011-06-22,Level,3.34400010108948,NA
2011-06-23,Level,3.35199999809265,NA
2011-06-24,Level,3.375,NA
2011-06-25,Level,3.46399998664856,NA
2011-06-26,Level,3.5789999961853,NA
2011-06-27,Level,3.63599991798401,NA
2011-06-28,Level,3.62700009346008,NA
2011-06-29,Level,3.59800004959106,NA
2011-06-30,Level,3.55699992179871,NA
2011-07-01,Level,3.51399993896484,NA
2011-07-02,Level,3.49799990653992,NA
2011-07-03,Level,3.51999998092651,NA
2011-07-04,Level,3.5239999294281,NA
2011-07-05,Level,3.50699996948242,NA
2011-07-06,Level,3.49799990653992,NA
2011-07-07,Level,3.48499989509583,NA
2011-07-08,Level,3.48699998855591,NA
2011-07-09,Level,3.56299996376038,NA
2011-07-10,Level,3.62800002098083,NA
2011-07-11,Level,3.66300010681152,NA
2011-07-12,Level,3.68099999427795,NA
2011-07-13,Level,3.70499992370606,NA
2011-07-14,Level,3.71900010108948,NA
2011-07-15,Level,3.76099991798401,NA
2011-07-16,Level,3.79699993133545,NA
2011-07-17,Level,3.81100010871887,NA
2011-07-18,Level,3.82399988174438,NA
2011-07-19,Level,3.80800008773804,NA
2011-07-20,Level,3.76099991798401,NA
2011-07-21,Level,3.74900007247925,NA
2011-07-22,Level,3.79200005531311,NA
2011-07-23,Level,3.80100011825562,NA
2011-07-24,Level,3.7590000629425,NA
2011-07-25,Level,3.69300007820129,NA
2011-07-26,Level,3.62800002098083,NA
2011-07-27,Level,3.57599997520447,NA
2011-07-28,Level,3.53299999237061,NA
2011-07-29,Level,3.50200009346008,NA
2011-07-30,Level,3.4909999370575,NA
2011-07-31,Level,3.4909999370575,NA
2011-08-01,Level,3.48200011253357,NA
2011-08-02,Level,3.47699999809265,NA
2011-08-03,Level,3.44899988174438,NA
2011-08-04,Level,3.42499995231628,NA
2011-08-05,Level,3.40700006484985,NA
2011-08-06,Level,3.39100003242493,NA
2011-08-07,Level,3.37299990653992,NA
2011-08-08,Level,3.35700011253357,NA
2011-08-09,Level,3.34100008010864,NA
2011-08-10,Level,3.3289999961853,NA
2011-08-11,Level,3.31599998474121,NA
2011-08-12,Level,3.31399989128113,NA
2011-08-13,Level,3.32100009918213,NA
2011-08-14,Level,3.30800008773804,NA
2011-08-15,Level,3.29900002479553,NA
2011-08-16,Level,3.29500007629395,NA
2011-08-17,Level,3.28600001335144,NA
2011-08-18,Level,3.27800011634827,NA
2011-08-19,Level,3.26999998092651,NA
2011-08-20,Level,3.26300001144409,NA
2011-08-21,Level,3.26399993896484,NA
2011-08-22,Level,3.27099990844727,NA
2011-08-23,Level,3.29699993133545,NA
2011-08-24,Level,3.28999996185303,NA
2011-08-25,Level,3.28200006484985,NA
2011-08-26,Level,3.2720000743866,NA
2011-08-27,Level,3.26200008392334,NA
2011-08-28,Level,3.25699996948242,NA
2011-08-29,Level,3.25300002098083,NA
2011-08-30,Level,3.25300002098083,NA
2011-08-31,Level,3.24900007247925,NA
2011-09-01,Level,3.24900007247925,NA
2011-09-02,Level,3.24799990653992,NA
2011-09-03,Level,3.25200009346008,NA
2011-09-04,Level,3.24900007247925,NA
2011-09-05,Level,3.24399995803833,NA
2011-09-06,Level,3.23900008201599,NA
2011-09-07,Level,3.23499989509583,NA
2011-09-08,Level,3.23200011253357,NA
2011-09-09,Level,3.2279999256134,NA
2011-09-10,Level,3.22300004959106,NA
2011-09-11,Level,3.22099995613098,NA
2011-09-12,Level,3.21700000762939,NA
2011-09-13,Level,3.21499991416931,NA
2011-09-14,Level,3.21099996566772,NA
2011-09-15,Level,3.21099996566772,NA
2011-09-16,Level,3.21000003814697,NA
2011-09-17,Level,3.21600008010864,NA
2011-09-18,Level,3.21399998664856,NA
2011-09-19,Level,3.21000003814697,NA
2011-09-20,Level,3.21099996566772,NA
2011-09-21,Level,3.21499991416931,NA
2011-09-22,Level,3.22399997711182,NA
2011-09-23,Level,3.25999999046326,NA
2011-09-24,Level,3.28200006484985,NA
2011-09-25,Level,3.28399991989136,NA
2011-09-26,Level,3.27900004386902,NA
2011-09-27,Level,3.27500009536743,NA
2011-09-28,Level,3.27900004386902,NA
2011-09-29,Level,3.27600002288818,NA
2011-09-30,Level,3.26799988746643,NA
2011-10-01,Level,3.26200008392334,NA
2011-10-02,Level,3.25600004196167,NA
2011-10-03,Level,3.25399994850159,NA
2011-10-04,Level,3.25500011444092,NA
2011-10-05,Level,3.25500011444092,NA
2011-10-06,Level,3.25500011444092,NA
2011-10-07,Level,3.25600004196167,NA
2011-10-08,Level,3.25200009346008,NA
2011-10-09,Level,3.24799990653992,NA
2011-10-10,Level,3.24900007247925,NA
2011-10-11,Level,3.25399994850159,NA
2011-10-12,Level,3.26099991798401,NA
2011-10-13,Level,3.26699995994568,NA
2011-10-14,Level,3.26699995994568,NA
2011-10-15,Level,3.26500010490417,NA
2011-10-16,Level,3.26300001144409,NA
2011-10-17,Level,3.26699995994568,NA
2011-10-18,Level,3.28099989891052,NA
2011-10-19,Level,3.29399991035461,NA
2011-10-20,Level,3.29099988937378,NA
2011-10-21,Level,3.28999996185303,NA
2011-10-22,Level,3.29200005531311,NA
2011-10-23,Level,3.29999995231628,NA
2011-10-24,Level,3.29800009727478,NA
2011-10-25,Level,3.29500007629395,NA
2011-10-26,Level,3.29500007629395,NA
2011-10-27,Level,3.29200005531311,NA
2011-10-28,Level,3.29399991035461,NA
2011-10-29,Level,3.29299998283386,NA
2011-10-30,Level,3.29399991035461,NA
2011-10-31,Level,3.29399991035461,NA
2011-11-01,Level,3.29099988937378,NA
2011-11-02,Level,3.28800010681152,NA
2011-11-03,Level,3.29099988937378,NA
2011-11-04,Level,3.29999995231628,NA
2011-11-05,Level,3.33200001716614,NA
2011-11-06,Level,3.28600001335144,NA
2011-11-07,Level,3.27999997138977,NA
2011-11-08,Level,3.30599999427795,NA
2011-11-09,Level,3.28399991989136,NA
2011-11-10,Level,3.30100011825562,NA
2011-11-11,Level,3.33200001716614,NA
2011-11-12,Level,3.34500002861023,NA
2011-11-13,Level,3.36199998855591,NA
2011-11-14,Level,3.37800002098083,NA
2011-11-15,Level,3.47399997711182,NA
2011-11-16,Level,3.50200009346008,NA
2011-11-17,Level,3.52699995040894,NA
2011-11-18,Level,3.69300007820129,NA
2011-11-19,Level,3.89800000190735,NA
2011-11-20,Level,3.89400005340576,NA
2011-11-21,Level,3.85800004005432,NA
2011-11-22,Level,3.82599997520447,NA
2011-11-23,Level,3.78699994087219,NA
2011-11-24,Level,3.74200010299683,NA
2011-11-25,Level,3.70300006866455,NA
2011-11-26,Level,3.65499997138977,NA
2011-11-27,Level,3.61400008201599,NA
2011-11-28,Level,3.56200003623962,NA
2011-11-29,Level,3.51799988746643,NA
2011-11-30,Level,3.48799991607666,NA
2011-12-01,Level,3.45799994468689,NA
2011-12-02,Level,3.43199992179871,NA
2011-12-03,Level,3.40499997138977,NA
2011-12-04,Level,3.38199996948242,NA
2011-12-05,Level,3.36400008201599,NA
2011-12-06,Level,3.35999989509583,NA
2011-12-07,Level,3.35500001907349,NA
2011-12-08,Level,3.34599995613098,NA
2011-12-09,Level,3.34899997711182,NA
2011-12-10,Level,3.35800004005432,NA
2011-12-11,Level,3.36899995803833,NA
2011-12-12,Level,3.37800002098083,NA
2011-12-13,Level,3.38700008392334,NA
2011-12-14,Level,3.39800000190735,NA
2011-12-15,Level,3.40599989891052,NA
2011-12-16,Level,3.41100001335144,NA
2011-12-17,Level,3.42700004577637,NA
2011-12-18,Level,3.51099991798401,NA
2011-12-19,Level,3.64000010490417,NA
2011-12-20,Level,3.63000011444092,NA
2011-12-21,Level,3.6159999370575,NA
2011-12-22,Level,3.57999992370605,NA
2011-12-23,Level,3.55200004577637,NA
2011-12-24,Level,3.53299999237061,NA
2011-12-25,Level,3.51999998092651,NA
2011-12-26,Level,3.50699996948242,NA
2011-12-27,Level,3.49499988555908,NA
2011-12-28,Level,3.49200010299683,NA
2011-12-29,Level,3.48900008201599,NA
2011-12-30,Level,3.47300004959106,NA
2011-12-31,Level,3.45900011062622,NA
2012-01-01,Level,3.44199991226196,NA
2012-01-02,Level,3.43499994277954,NA
2012-01-03,Level,3.43799996376038,NA
2012-01-04,Level,3.47099995613098,NA
2012-01-05,Level,3.52699995040894,NA
2012-01-06,Level,3.55100011825562,NA
2012-01-07,Level,3.52999997138977,NA
2012-01-08,Level,3.5239999294281,NA
2012-01-09,Level,3.55299997329712,NA
2012-01-10,Level,3.58699989318848,NA
2012-01-11,Level,3.55599999427795,NA
2012-01-12,Level,3.51600003242493,NA
2012-01-13,Level,3.50099992752075,NA
2012-01-14,Level,3.49600005149841,NA
2012-01-15,Level,3.50300002098083,NA
2012-01-16,Level,3.49000000953674,NA
2012-01-17,Level,3.46799993515015,A
2012-01-18,Level,3.46399998664856,A
2012-01-19,Level,NA,NA
2012-01-20,Level,NA,NA
2012-01-21,Level,NA,NA
2012-01-22,Level,NA,NA
2012-01-23,Level,NA,NA
2012-01-24,Level,NA,NA
2012-01-25,Level,NA,NA
2012-01-26,Level,NA,NA
2012-01-27,Level,NA,NA
2012-01-28,Level,NA,NA
2012-01-29,Level,NA,NA
2012-01-30,Level,NA,NA
2012-01-31,Level,NA,NA
2012-04-01,Level,NA,NA
2012-04-02,Level,NA,NA
2012-04-03,Level,NA,NA
2012-04-04,Level,NA,NA
2012-04-05,Level,NA,NA
2012-04-06,Level,NA,NA
2012-04-07,Level,NA,NA
2012-04-08,Level,NA,NA
2012-04-09,Level,NA,NA
2012-04-10,Level,NA,NA
2012-04-11,Level,NA,NA
2012-04-12,Level,3.49699997901917,A
2012-04-13,Level,3.56699991226196,NA
2012-04-14,Level,3.60999989509583,NA
2012-04-15,Level,3.69400000572205,NA
2012-04-16,Level,3.93899989128113,NA
2012-04-17,Level,3.72699999809265,NA
2012-04-18,Level,3.66300010681152,NA
2012-04-19,Level,3.67199993133545,NA
2012-04-20,Level,3.88499999046326,NA
2012-04-21,Level,4.03299999237061,NA
2012-04-22,Level,4.14400005340576,NA
2012-04-23,Level,4.23899984359741,NA
2012-04-24,Level,4.28399991989136,NA
2012-04-25,Level,4.34800004959106,NA
2012-04-26,Level,4.58400011062622,NA
2012-04-27,Level,4.96199989318848,NA
2012-04-28,Level,5.02799987792969,NA
2012-04-29,Level,4.92700004577637,NA
2012-04-30,Level,4.82000017166138,NA
2012-05-01,Level,4.73299980163574,NA
2012-05-02,Level,4.64499998092651,NA
2012-05-03,Level,4.56799983978271,NA
2012-05-04,Level,4.49399995803833,NA
2012-05-05,Level,4.42000007629395,NA
2012-05-06,Level,4.35900020599365,NA
2012-05-07,Level,4.30900001525879,NA
2012-05-08,Level,4.27600002288818,NA
2012-05-09,Level,4.29099988937378,NA
2012-05-10,Level,4.32800006866455,NA
2012-05-11,Level,4.30800008773804,NA
2012-05-12,Level,4.22499990463257,NA
2012-05-13,Level,4.10599994659424,NA
2012-05-14,Level,4.02400016784668,NA
2012-05-15,Level,3.99200010299683,NA
2012-05-16,Level,3.97000002861023,NA
2012-05-17,Level,3.94799995422363,NA
2012-05-18,Level,3.92400002479553,NA
2012-05-19,Level,3.88299989700317,NA
2012-05-20,Level,3.82800006866455,NA
2012-05-21,Level,3.78699994087219,NA
2012-05-22,Level,3.81599998474121,NA
2012-05-23,Level,3.88599991798401,NA
2012-05-24,Level,3.94199991226196,NA
2012-05-25,Level,3.96099996566772,NA
2012-05-26,Level,3.94199991226196,NA
2012-05-27,Level,3.89000010490417,NA
2012-05-28,Level,3.84400010108948,NA
2012-05-29,Level,3.80800008773804,NA
2012-05-30,Level,3.78200006484985,A
2012-05-31,Level,3.62100005149841,A
2012-06-01,Level,3.60500001907349,NA
2012-06-02,Level,3.59699988365173,NA
2012-06-03,Level,3.59699988365173,NA
2012-06-04,Level,3.58200001716614,NA
2012-06-05,Level,3.57100009918213,NA
2012-06-06,Level,3.60400009155273,NA
2012-06-07,Level,3.68899989128113,NA
2012-06-08,Level,3.85599994659424,NA
2012-06-09,Level,3.96799993515015,NA
2012-06-10,Level,4.02899980545044,NA
2012-06-11,Level,4.0019998550415,NA
2012-06-12,Level,3.91300010681152,NA
2012-06-13,Level,3.84200000762939,NA
2012-06-14,Level,3.78800010681152,NA
2012-06-15,Level,3.74000000953674,NA
2012-06-16,Level,3.74799990653992,NA
2012-06-17,Level,3.81500005722046,NA
2012-06-18,Level,3.85199999809265,NA
2012-06-19,Level,3.85199999809265,NA
2012-06-20,Level,3.86299991607666,NA
2012-06-21,Level,3.84200000762939,NA
2012-06-22,Level,3.83500003814697,NA
2012-06-23,Level,3.82200002670288,NA
2012-06-24,Level,3.80800008773804,A
2012-06-25,Level,NA,NA
2012-06-26,Level,NA,NA
2012-06-27,Level,NA,NA
2012-06-28,Level,NA,NA
2012-06-29,Level,NA,NA
2012-06-30,Level,NA,NA
2012-07-01,Level,NA,NA
2012-07-02,Level,NA,NA
2012-07-03,Level,NA,NA
2012-07-04,Level,NA,NA
2012-07-05,Level,NA,NA
2012-07-06,Level,NA,NA
2012-07-07,Level,NA,NA
2012-07-08,Level,NA,NA
2012-07-09,Level,NA,NA
2012-07-10,Level,NA,NA
2012-07-11,Level,NA,NA
2012-07-12,Level,NA,NA
2012-07-13,Level,NA,NA
2012-07-14,Level,NA,NA
2012-07-15,Level,NA,NA
2012-07-16,Level,NA,NA
2012-07-17,Level,NA,NA
2012-07-18,Level,NA,NA
2012-07-19,Level,NA,NA
2012-07-20,Level,NA,NA
2012-07-21,Level,NA,NA
2012-07-22,Level,NA,NA
2012-07-23,Level,NA,NA
2012-07-24,Level,NA,NA
2012-07-25,Level,NA,NA
2012-07-26,Level,NA,NA
2012-07-27,Level,NA,NA
2012-07-28,Level,NA,NA
2012-07-29,Level,NA,NA
2012-07-30,Level,NA,NA
2012-07-31,Level,3.23600006103516,A
2012-08-01,Level,3.23699998855591,NA
2012-08-02,Level,3.23200011253357,NA
2012-08-03,Level,3.2279999256134,NA
2012-08-04,Level,3.2260000705719,NA
2012-08-05,Level,3.22099995613098,NA
2012-08-06,Level,3.21700000762939,NA
2012-08-07,Level,3.21099996566772,NA
2012-08-08,Level,3.22099995613098,NA
2012-08-09,Level,3.23699998855591,NA
2012-08-10,Level,3.24499988555908,NA
2012-08-11,Level,3.23900008201599,NA
2012-08-12,Level,3.23200011253357,NA
2012-08-13,Level,3.2260000705719,NA
2012-08-14,Level,3.22699999809265,NA
2012-08-15,Level,3.22900009155273,NA
2012-08-16,Level,3.2279999256134,NA
2012-08-17,Level,3.22399997711182,NA
2012-08-18,Level,3.21900010108948,NA
2012-08-19,Level,3.21399998664856,NA
2012-08-20,Level,3.21300005912781,NA
2012-08-21,Level,3.21900010108948,NA
2012-08-22,Level,3.21799993515015,NA
2012-08-23,Level,3.21499991416931,NA
2012-08-24,Level,3.22099995613098,NA
2012-08-25,Level,3.21799993515015,NA
2012-08-26,Level,3.21600008010864,NA
2012-08-27,Level,3.21399998664856,NA
2012-08-28,Level,3.21199989318848,NA
2012-08-29,Level,3.21199989318848,NA
2012-08-30,Level,3.21300005912781,NA
2012-08-31,Level,3.21799993515015,NA
2012-09-01,Level,3.21700000762939,NA
2012-09-02,Level,3.21799993515015,NA
2012-09-03,Level,3.21300005912781,NA
2012-09-04,Level,3.21499991416931,NA
2012-09-05,Level,3.21799993515015,NA
2012-09-06,Level,3.21700000762939,NA
2012-09-07,Level,3.21499991416931,NA
2012-09-08,Level,3.21499991416931,NA
2012-09-09,Level,3.21399998664856,NA
2012-09-10,Level,3.21099996566772,NA
2012-09-11,Level,3.21199989318848,NA
2012-09-12,Level,3.21499991416931,NA
2012-09-13,Level,3.21700000762939,NA
2012-09-14,Level,3.21700000762939,NA
2012-09-15,Level,3.22000002861023,NA
2012-09-16,Level,3.21499991416931,NA
2012-09-17,Level,3.21499991416931,NA
2012-09-18,Level,3.21799993515015,NA
2012-09-19,Level,3.22000002861023,NA
2012-09-20,Level,3.21900010108948,NA
2012-09-21,Level,3.22099995613098,NA
2012-09-22,Level,3.22199988365173,NA
2012-09-23,Level,3.2260000705719,NA
2012-09-24,Level,3.22000002861023,NA
2012-09-25,Level,3.21900010108948,NA
2012-09-26,Level,3.22199988365173,NA
2012-09-27,Level,3.22499990463257,NA
2012-09-28,Level,3.23000001907349,NA
2012-09-29,Level,3.23099994659424,NA
2012-09-30,Level,3.24900007247925,NA
2012-10-01,Level,3.25999999046326,NA
2012-10-02,Level,3.27999997138977,NA
2012-10-03,Level,3.27699995040894,NA
2012-10-04,Level,3.27500009536743,NA
2012-10-05,Level,3.2739999294281,NA
2012-10-06,Level,3.27099990844727,NA
2012-10-07,Level,3.26799988746643,NA
2012-10-08,Level,3.26600003242493,NA
2012-10-09,Level,3.26300001144409,NA
2012-10-10,Level,3.26099991798401,NA
2012-10-11,Level,3.25699996948242,NA
2012-10-12,Level,3.25500011444092,NA
2012-10-13,Level,3.26699995994568,NA
2012-10-14,Level,3.28399991989136,NA
2012-10-15,Level,3.28900003433228,NA
2012-10-16,Level,3.28999996185303,NA
2012-10-17,Level,3.28500008583069,NA
2012-10-18,Level,3.28600001335144,NA
2012-10-19,Level,3.29699993133545,NA
2012-10-20,Level,3.31699991226196,NA
2012-10-21,Level,3.31599998474121,NA
2012-10-22,Level,3.30200004577637,NA
2012-10-23,Level,3.3289999961853,NA
2012-10-24,Level,3.27699995040894,NA
2012-10-25,Level,3.2739999294281,NA
2012-10-26,Level,3.26399993896484,NA
2012-10-27,Level,3.2590000629425,NA
2012-10-28,Level,3.28500008583069,NA
2012-10-29,Level,3.30999994277954,NA
2012-10-30,Level,3.37199997901917,NA
2012-10-31,Level,3.40599989891052,NA
2012-11-01,Level,3.34899997711182,NA
2012-11-02,Level,3.27900004386902,NA
2012-11-03,Level,3.2739999294281,NA
2012-11-04,Level,3.28900003433228,NA
2012-11-05,Level,3.31500005722046,NA
2012-11-06,Level,3.33299994468689,NA
2012-11-07,Level,3.32800006866455,NA
2012-11-08,Level,3.32100009918213,NA
2012-11-09,Level,3.35199999809265,NA
2012-11-10,Level,3.42700004577637,NA
2012-11-11,Level,3.43199992179871,NA
2012-11-12,Level,3.39499998092651,NA
2012-11-13,Level,3.33800005912781,NA
2012-11-14,Level,3.29999995231628,NA
2012-11-15,Level,3.28800010681152,NA
2012-11-16,Level,3.28699994087219,NA
2012-11-17,Level,3.28800010681152,NA
2012-11-18,Level,3.29299998283386,NA
2012-11-19,Level,3.29900002479553,NA
2012-11-20,Level,3.30100011825562,NA
2012-11-21,Level,3.33599996566772,NA
2012-11-22,Level,3.37100005149841,NA
2012-11-23,Level,3.33599996566772,NA
2012-11-24,Level,3.30999994277954,NA
2012-11-25,Level,3.30100011825562,NA
2012-11-26,Level,3.2960000038147,NA
2012-11-27,Level,3.29200005531311,NA
2012-11-28,Level,3.28999996185303,NA
2012-11-29,Level,3.29099988937378,NA
2012-11-30,Level,3.29800009727478,NA
2012-12-01,Level,3.31399989128113,NA
2012-12-02,Level,3.34599995613098,NA
2012-12-03,Level,3.32599997520447,NA
2012-12-04,Level,3.31900000572205,NA
2012-12-05,Level,3.32500004768372,NA
2012-12-06,Level,3.32299995422363,NA
2012-12-07,Level,3.31500005722046,NA
2012-12-08,Level,3.3050000667572,NA
2012-12-09,Level,3.3050000667572,NA
2012-12-10,Level,3.30900001525879,NA
2012-12-11,Level,3.31200003623962,NA
2012-12-12,Level,3.32200002670288,NA
2012-12-13,Level,3.32100009918213,NA
2012-12-14,Level,3.32500004768372,NA
2012-12-15,Level,3.32800006866455,NA
2012-12-16,Level,3.32800006866455,NA
2012-12-17,Level,3.32999992370605,NA
2012-12-18,Level,3.32599997520447,NA
2012-12-19,Level,3.33400011062622,NA
2012-12-20,Level,3.33999991416931,NA
2012-12-21,Level,3.34299993515015,NA
2012-12-22,Level,3.34899997711182,NA
2012-12-23,Level,3.34200000762939,NA
2012-12-24,Level,3.33400011062622,NA
2012-12-25,Level,3.33299994468689,NA
2012-12-26,Level,3.33599996566772,NA
2012-12-27,Level,3.34500002861023,NA
2012-12-28,Level,3.34899997711182,NA
2012-12-29,Level,3.34500002861023,NA
2012-12-30,Level,3.34599995613098,NA
2012-12-31,Level,3.34500002861023,NA
2013-01-01,Level,3.33999991416931,NA
2013-01-02,Level,3.33699989318848,NA
2013-01-03,Level,3.33699989318848,NA
2013-01-04,Level,3.33400011062622,NA
2013-01-05,Level,3.33200001716614,NA
2013-01-06,Level,3.33299994468689,NA
2013-01-07,Level,3.33299994468689,NA
2013-01-08,Level,3.33299994468689,NA
2013-01-09,Level,3.33400011062622,NA
