"","Station","Date","Parameter","Value","Symbol"
"135","08JC001",1955-05-15,"Flow",180.378322096176,"S"
"136","08JC001",1955-05-16,"Flow",184.265527055178,"S"
"137","08JC001",1955-05-17,"Flow",191.278676482879,"S"
"138","08JC001",1955-05-18,"Flow",204.10790860771,"S"
"139","08JC001",1955-05-19,"Flow",214.082322945116,"S"
"140","08JC001",1955-05-20,"Flow",223.798232656061,"S"
"141","08JC001",1955-05-21,"Flow",234.356940278351,"S"
"142","08JC001",1955-05-22,"Flow",249.037733540588,"S"
"143","08JC001",1955-05-23,"Flow",259.748820275357,"S"
"144","08JC001",1955-05-24,"Flow",272.739499924937,"S"
"145","08JC001",1955-05-25,"Flow",281.50067179689,"S"
"146","08JC001",1955-05-26,"Flow",291.068409180357,"S"
"147","08JC001",1955-05-27,"Flow",303.137679157816,"S"
"148","08JC001",1955-05-28,"Flow",314.314973149287,"S"
"149","08JC001",1955-05-29,"Flow",323.954526701239,"S"
"150","08JC001",1955-05-30,"Flow",332.606351899412,"S"
"151","08JC001",1955-05-31,"Flow",337.294614515945,"S"
"152","08JC001",1955-06-01,"Flow",342.688496415945,"S"
"153","08JC001",1955-06-02,"Flow",349.436349357121,"S"
"154","08JC001",1955-06-03,"Flow",358.492912892522,"S"
"155","08JC001",1955-06-04,"Flow",369.809647960169,"S"
"156","08JC001",1955-06-05,"Flow",381.275530086639,"S"
"157","08JC001",1955-06-06,"Flow",391.460552493361,"S"
"158","08JC001",1955-06-07,"Flow",400.855527757879,"S"
"159","08JC001",1955-06-08,"Flow",409.944115701996,"S"
"160","08JC001",1955-06-09,"Flow",418.95214488729,"S"
"161","08JC001",1955-06-10,"Flow",427.41729223729,"S"
"162","08JC001",1955-06-11,"Flow",433.884967352941,"S"
"163","08JC001",1955-06-12,"Flow",438.845641918592,"S"
"164","08JC001",1955-06-13,"Flow",443.308735480463,"S"
"165","08JC001",1955-06-14,"Flow",445.903439296114,"S"
"166","08JC001",1955-06-15,"Flow",448.667346895063,"S"
"167","08JC001",1955-06-16,"Flow",452.482406171533,"S"
"168","08JC001",1955-06-17,"Flow",460.742434519537,"S"
"169","08JC001",1955-06-18,"Flow",467.123734222584,"S"
"170","08JC001",1955-06-19,"Flow",473.353294595169,"S"
"171","08JC001",1955-06-20,"Flow",476.928615479412,"S"
"172","08JC001",1955-06-21,"Flow",473.26238389811,"S"
"173","08JC001",1955-06-22,"Flow",474.022997897059,"S"
"174","08JC001",1955-06-23,"Flow",475.086114577416,"S"
"175","08JC001",1955-06-24,"Flow",476.526148765757,"S"
"176","08JC001",1955-06-25,"Flow",477.086171204831,"S"
"177","08JC001",1955-06-26,"Flow",476.04441005,"S"
"178","08JC001",1955-06-27,"Flow",474.614412116702,"S"
"179","08JC001",1955-06-28,"Flow",476.259556914706,"S"
"180","08JC001",1955-06-29,"Flow",477.273498218645,"S"
"181","08JC001",1955-06-30,"Flow",472.976381572584,"S"
"182","08JC001",1955-07-01,"Flow",470.670263700998,"S"
"183","08JC001",1955-07-02,"Flow",469.125731868592,"S"
"184","08JC001",1955-07-03,"Flow",468.351527697059,"S"
"185","08JC001",1955-07-04,"Flow",468.828088328467,"S"
"186","08JC001",1955-07-05,"Flow",469.623646798057,"S"
"187","08JC001",1955-07-06,"Flow",467.806381671586,"S"
"188","08JC001",1955-07-07,"Flow",464.02787963918,"S"
"189","08JC001",1955-07-08,"Flow",458.868557304884,"S"
"190","08JC001",1955-07-09,"Flow",453.839941144118,"S"
"191","08JC001",1955-07-10,"Flow",448.679970879412,"S"
"192","08JC001",1955-07-11,"Flow",443.197764095063,"S"
"193","08JC001",1955-07-12,"Flow",438.804560408824,"S"
"194","08JC001",1955-07-13,"Flow",433.748121396114,"S"
"195","08JC001",1955-07-14,"Flow",429.40829441271,"S"
"196","08JC001",1955-07-15,"Flow",423.891150098057,"S"
"197","08JC001",1955-07-16,"Flow",418.227445507879,"S"
"198","08JC001",1955-07-17,"Flow",411.594767971586,"S"
"199","08JC001",1955-07-18,"Flow",408.006825504884,"S"
"200","08JC001",1955-07-19,"Flow",405.472621527469,"S"
"201","08JC001",1955-07-20,"Flow",401.031532388235,"S"
"202","08JC001",1955-07-21,"Flow",397.267915418645,"S"
"203","08JC001",1955-07-22,"Flow",392.887324665651,"S"
"204","08JC001",1955-07-23,"Flow",387.163121753939,"S"
"205","08JC001",1955-07-24,"Flow",382.971472048004,"S"
"206","08JC001",1955-07-25,"Flow",380.090118200945,"S"
"207","08JC001",1955-07-26,"Flow",378.303592696114,"S"
"208","08JC001",1955-07-27,"Flow",374.636059798004,"S"
"209","08JC001",1955-07-28,"Flow",371.227354368592,"S"
"210","08JC001",1955-07-29,"Flow",366.477620366649,"S"
"211","08JC001",1955-07-30,"Flow",362.31185536959,"S"
"212","08JC001",1955-07-31,"Flow",357.867857563761,"S"
"213","08JC001",1955-08-01,"Flow",352.897151713761,"S"
"214","08JC001",1955-08-02,"Flow",348.683504236292,"S"
"215","08JC001",1955-08-03,"Flow",345.057062703939,"S"
"216","08JC001",1955-08-04,"Flow",341.802031290178,"S"
"217","08JC001",1955-08-05,"Flow",338.077560121533,"S"
"218","08JC001",1955-08-06,"Flow",334.004974436292,"S"
"219","08JC001",1955-08-07,"Flow",327.556383748004,"S"
"220","08JC001",1955-08-08,"Flow",323.853269328467,"S"
"221","08JC001",1955-08-09,"Flow",320.392148842121,"S"
"222","08JC001",1955-08-10,"Flow",316.434090890178,"S"
"223","08JC001",1955-08-11,"Flow",312.251828024528,"S"
"224","08JC001",1955-08-12,"Flow",307.38141671082,"S"
"225","08JC001",1955-08-13,"Flow",303.139945928467,"S"
"226","08JC001",1955-08-14,"Flow",298.915619460767,"S"
"227","08JC001",1955-08-15,"Flow",293.183003200998,"S"
"228","08JC001",1955-08-16,"Flow",286.622149258824,"S"
"229","08JC001",1955-08-17,"Flow",282.701296995116,"S"
"230","08JC001",1955-08-18,"Flow",277.618647030357,"S"
"231","08JC001",1955-08-19,"Flow",272.80194373041,"S"
"232","08JC001",1955-08-20,"Flow",269.929973754937,"S"
"233","08JC001",1955-08-21,"Flow",264.31123481271,"S"
"234","08JC001",1955-08-22,"Flow",257.700882872531,"S"
"235","08JC001",1955-08-23,"Flow",250.322147351943,"S"
"236","08JC001",1955-08-24,"Flow",243.735735296061,"S"
"237","08JC001",1955-08-25,"Flow",237.232147059795,"S"
"238","08JC001",1955-08-26,"Flow",232.408000710793,"S"
"239","08JC001",1955-08-27,"Flow",228.180116743119,"S"
"240","08JC001",1955-08-28,"Flow",222.921471105882,"S"
"241","08JC001",1955-08-29,"Flow",217.155530639233,"S"
"242","08JC001",1955-08-30,"Flow",212.334295215704,"S"
"243","08JC001",1955-08-31,"Flow",206.986676922558,"S"
"244","08JC001",1955-09-01,"Flow",202.717057890472,"S"
"245","08JC001",1955-09-02,"Flow",199.372411638529,"S"
"246","08JC001",1955-09-03,"Flow",195.828795024822,"S"
"247","08JC001",1955-09-04,"Flow",192.123736298351,"S"
"248","08JC001",1955-09-05,"Flow",188.430000067941,"S"
"249","08JC001",1955-09-06,"Flow",184.398499296649,"S"
"250","08JC001",1955-09-07,"Flow",180.122412616881,"S"
"251","08JC001",1955-09-08,"Flow",176.768058674706,"S"
"252","08JC001",1955-09-09,"Flow",175.668381300178,"S"
"253","08JC001",1955-09-10,"Flow",175.548676870793,"S"
"254","08JC001",1955-09-11,"Flow",172.456706314911,"S"
"255","08JC001",1955-09-12,"Flow",169.230146038414,"S"
"256","08JC001",1955-09-13,"Flow",164.670323790499,"S"
"257","08JC001",1955-09-14,"Flow",160.24152822312,"S"
"258","08JC001",1955-09-15,"Flow",156.380205126266,"S"
"259","08JC001",1955-09-16,"Flow",152.598793688325,"S"
"260","08JC001",1955-09-17,"Flow",149.580588755205,"S"
"261","08JC001",1955-09-18,"Flow",147.678559569911,"S"
"262","08JC001",1955-09-19,"Flow",146.272177798351,"S"
"263","08JC001",1955-09-20,"Flow",145.476294380677,"S"
"264","08JC001",1955-09-21,"Flow",145.457207630704,"S"
"265","08JC001",1955-09-22,"Flow",145.224266292469,"S"
"266","08JC001",1955-09-23,"Flow",144.892648290499,"S"
"267","08JC001",1955-09-24,"Flow",143.658707510998,"S"
"268","08JC001",1955-09-25,"Flow",142.377206132442,"S"
"269","08JC001",1955-09-26,"Flow",140.591971199706,"S"
"270","08JC001",1955-09-27,"Flow",139.109882667736,"S"
"271","08JC001",1955-09-28,"Flow",137.664677205,"S"
"272","08JC001",1955-09-29,"Flow",135.993001541292,"S"
"273","08JC001",1955-09-30,"Flow",133.965117445178,"S"
"274","08JC001",1955-10-01,"Flow",132.513765981881,"S"
"275","08JC001",1955-10-02,"Flow",132.196059124412,"S"
"276","08JC001",1955-10-03,"Flow",131.637323694412,"S"
"277","08JC001",1955-10-04,"Flow",131.394029696471,"S"
"278","08JC001",1955-10-05,"Flow",132.019411852059,"S"
"279","08JC001",1955-10-06,"Flow",134.724763662825,"S"
"280","08JC001",1955-10-07,"Flow",139.669912658939,"S"
"281","08JC001",1955-10-08,"Flow",144.953148308939,"S"
"282","08JC001",1955-10-09,"Flow",151.005735607941,"S"
"283","08JC001",1955-10-10,"Flow",155.468501117469,"S"
"284","08JC001",1955-10-11,"Flow",157.833499949207,"S"
"285","08JC001",1955-10-12,"Flow",158.212675870767,"S"
"286","08JC001",1955-10-13,"Flow",157.416794551177,"S"
"287","08JC001",1955-10-14,"Flow",156.99458782959,"S"
"288","08JC001",1955-10-15,"Flow",157.850971925704,"S"
"289","08JC001",1955-10-16,"Flow",157.634207307175,"S"
"290","08JC001",1955-10-17,"Flow",158.924442126676,"S"
"291","08JC001",1955-10-18,"Flow",163.352265782264,"S"
"292","08JC001",1955-10-19,"Flow",165.786823236943,"S"
"293","08JC001",1955-10-20,"Flow",167.221353258235,"S"
"294","08JC001",1955-10-21,"Flow",168.56529392078,"S"
"295","08JC001",1955-10-22,"Flow",169.518088376676,"S"
"296","08JC001",1955-10-23,"Flow",171.463793484501,"S"
"297","08JC001",1955-10-24,"Flow",172.51817570803,"S"
"298","08JC001",1955-10-25,"Flow",171.867557769795,"S"
"299","08JC001",1955-10-26,"Flow",171.404911614911,"S"
"300","08JC001",1955-10-27,"Flow",171.684440252148,"S"
"301","08JC001",1955-10-28,"Flow",172.207587495383,"S"
"302","08JC001",1955-10-29,"Flow",172.93908751803,"S"
"303","08JC001",1955-10-30,"Flow",173.646323499808,"S"
"304","08JC001",1955-10-31,"Flow",175.152352401368,"S"
"305","08JC001",1955-11-01,"Flow",176.833734867059,"S"
"306","08JC001",1955-11-02,"Flow",177.395057976854,"S"
"307","08JC001",1955-11-03,"Flow",177.850911741573,"S"
"308","08JC001",1955-11-04,"Flow",178.806293633325,"S"
"309","08JC001",1955-11-05,"Flow",180.15314729432,"S"
"310","08JC001",1955-11-06,"Flow",180.320735303532,"S"
"311","08JC001",1955-11-07,"Flow",179.872323025192,"S"
"312","08JC001",1955-11-08,"Flow",178.917911267345,"S"
"313","08JC001",1955-11-09,"Flow",175.020999596463,"S"
"314","08JC001",1955-11-10,"Flow",168.734176185785,"S"
"315","08JC001",1955-11-11,"Flow",162.667352565299,"S"
"316","08JC001",1955-11-12,"Flow",156.109411485888,"S"
"317","08JC001",1955-11-13,"Flow",152.316028784118,"S"
"318","08JC001",1955-11-14,"Flow",149.742352210389,"S"
"319","08JC001",1955-11-15,"Flow",147.251175877446,"S"
"320","08JC001",1955-11-16,"Flow",143.920440407054,"S"
"321","08JC001",1955-11-17,"Flow",140.992823334711,"S"
"322","08JC001",1955-11-18,"Flow",138.579617152156,"S"
"323","08JC001",1955-11-19,"Flow",137.629087704997,"S"
"324","08JC001",1955-11-20,"Flow",136.822528765192,"S"
"325","08JC001",1955-11-21,"Flow",134.781705331867,"S"
"326","08JC001",1955-11-22,"Flow",135.154734303034,"S"
"327","08JC001",1955-11-23,"Flow",135.446881683624,"S"
"328","08JC001",1955-11-24,"Flow",135.899176157153,"S"
"329","08JC001",1955-11-25,"Flow",135.842558510095,"S"
"330","08JC001",1955-11-26,"Flow",134.073823021859,"S"
"331","08JC001",1955-11-27,"Flow",131.757676000387,"S"
"332","08JC001",1955-11-28,"Flow",130.821705851083,"S"
"333","08JC001",1955-11-29,"Flow",129.8342937199,"S"
"334","08JC001",1955-11-30,"Flow",128.489705568335,"S"
"335","08JC001",1955-12-01,"Flow",127.74785274667,"S"
"336","08JC001",1955-12-02,"Flow",127.373852504509,"S"
"337","08JC001",1955-12-03,"Flow",127.461852733535,"S"
"338","08JC001",1955-12-04,"Flow",125.662382235985,"S"
"339","08JC001",1955-12-05,"Flow",122.4542645249,"S"
"340","08JC001",1955-12-06,"Flow",119.985411756278,"S"
"341","08JC001",1955-12-07,"Flow",117.918705644316,"S"
"342","08JC001",1955-12-08,"Flow",115.833558239996,"S"
"343","08JC001",1955-12-09,"Flow",113.317470199903,"S"
"344","08JC001",1955-12-10,"Flow",112.002970216176,"S"
"345","08JC001",1955-12-11,"Flow",111.097734628327,"S"
"346","08JC001",1955-12-12,"Flow",110.408293222636,"S"
"347","08JC001",1955-12-13,"Flow",110.295058054501,"S"
"348","08JC001",1955-12-14,"Flow",110.0300880052,"S"
"349","08JC001",1955-12-15,"Flow",110.103852301171,"S"
"350","08JC001",1955-12-16,"Flow",109.556764075777,"S"
"351","08JC001",1955-12-17,"Flow",108.360999566568,"S"
"352","08JC001",1955-12-18,"Flow",108.382999598921,"S"
"353","08JC001",1955-12-19,"Flow",109.561941030299,"S"
"354","08JC001",1955-12-20,"Flow",111.275352756182,"S"
"355","08JC001",1955-12-21,"Flow",112.427117103432,"S"
"356","08JC001",1955-12-22,"Flow",112.050851929501,"S"
"357","08JC001",1955-12-23,"Flow",111.047264297847,"S"
"358","08JC001",1955-12-24,"Flow",109.789381722156,"S"
"359","08JC001",1955-12-25,"Flow",108.180146480192,"S"
"360","08JC001",1955-12-26,"Flow",105.495823664225,"S"
"361","08JC001",1955-12-27,"Flow",103.495764162353,"S"
"362","08JC001",1955-12-28,"Flow",100.76388184157,"S"
"363","08JC001",1955-12-29,"Flow",97.3587346477389,"S"
"364","08JC001",1955-12-30,"Flow",95.0545587710846,"S"
"365","08JC001",1955-12-31,"Flow",94.4563529597139,"S"
"366","08JC001",1956-01-01,"Flow",93.5504704809848,"S"
"367","08JC001",1956-01-02,"Flow",92.7125290688235,"S"
"368","08JC001",1956-01-03,"Flow",91.7289997314706,"S"
"369","08JC001",1956-01-04,"Flow",90.4426467191176,"S"
"370","08JC001",1956-01-05,"Flow",89.1135880929412,"S"
"371","08JC001",1956-01-06,"Flow",87.9103826917727,"S"
"372","08JC001",1956-01-07,"Flow",87.2862936847977,"S"
"373","08JC001",1956-01-08,"Flow",86.9475586583351,"S"
"374","08JC001",1956-01-09,"Flow",86.8229998833351,"S"
"375","08JC001",1956-01-10,"Flow",86.9139116287264,"S"
"376","08JC001",1956-01-11,"Flow",87.0119410014732,"S"
"377","08JC001",1956-01-12,"Flow",87.1390880088235,"S"
"378","08JC001",1956-01-13,"Flow",86.7912937040151,"S"
"379","08JC001",1956-01-14,"Flow",87.0332939979412,"S"
"380","08JC001",1956-01-15,"Flow",86.4972061434402,"S"
"381","08JC001",1956-01-16,"Flow",85.866000128926,"S"
"382","08JC001",1956-01-17,"Flow",84.9937646767647,"S"
"383","08JC001",1956-01-18,"Flow",83.0956176147059,"S"
"384","08JC001",1956-01-19,"Flow",81.7073532831461,"S"
"385","08JC001",1956-01-20,"Flow",79.5788533866755,"S"
"386","08JC001",1956-01-21,"Flow",77.356852686074,"S"
"387","08JC001",1956-01-22,"Flow",75.1293527443093,"S"
"388","08JC001",1956-01-23,"Flow",73.095323932852,"S"
"389","08JC001",1956-01-24,"Flow",71.8778824758824,"S"
"390","08JC001",1956-01-25,"Flow",71.8817649194118,"S"
"391","08JC001",1956-01-26,"Flow",71.6808526897951,"S"
"392","08JC001",1956-01-27,"Flow",70.772059123926,"S"
"393","08JC001",1956-01-28,"Flow",69.0395593337343,"S"
"394","08JC001",1956-01-29,"Flow",67.4235296479412,"S"
"395","08JC001",1956-01-30,"Flow",65.7861472113681,"S"
"396","08JC001",1956-01-31,"Flow",64.5761472242121,"S"
"397","08JC001",1956-02-01,"Flow",63.911941135189,"S"
"398","08JC001",1956-02-02,"Flow",63.3687358404937,"S"
"399","08JC001",1956-02-03,"Flow",62.8352353528387,"S"
"400","08JC001",1956-02-04,"Flow",62.6217066092254,"S"
"401","08JC001",1956-02-05,"Flow",62.4081768165704,"S"
"402","08JC001",1956-02-06,"Flow",62.2066175765624,"S"
"403","08JC001",1956-02-07,"Flow",61.5618232037157,"S"
"404","08JC001",1956-02-08,"Flow",60.3612062794197,"S"
"405","08JC001",1956-02-09,"Flow",59.213323693926,"S"
"406","08JC001",1956-02-10,"Flow",58.3773235035294,"S"
"407","08JC001",1956-02-11,"Flow",57.6555298346167,"S"
"408","08JC001",1956-02-12,"Flow",57.1055299573636,"S"
"409","08JC001",1956-02-13,"Flow",56.4998824272558,"S"
"410","08JC001",1956-02-14,"Flow",55.1303824919617,"S"
"411","08JC001",1956-02-15,"Flow",53.8168535288342,"S"
"412","08JC001",1956-02-16,"Flow",52.9937941340178,"S"
"413","08JC001",1956-02-17,"Flow",52.2480584298922,"S"
"414","08JC001",1956-02-18,"Flow",51.7009706302941,"S"
"415","08JC001",1956-02-19,"Flow",51.449264973926,"S"
"416","08JC001",1956-02-20,"Flow",51.5790004617727,"S"
"417","08JC001",1956-02-21,"Flow",51.9225886002023,"S"
"418","08JC001",1956-02-22,"Flow",51.6702356849082,"S"
"419","08JC001",1956-02-23,"Flow",51.7842792345036,"S"
"420","08JC001",1956-02-24,"Flow",51.8347497450918,"S"
"421","08JC001",1956-02-25,"Flow",51.9877791439154,"S"
"422","08JC001",1956-02-26,"Flow",51.8276320592095,"S"
"423","08JC001",1956-02-27,"Flow",51.1184558338235,"S"
"424","08JC001",1956-02-28,"Flow",50.4160736937317,"S"
"425","08JC001",1956-02-29,"Flow",50.3228964484216,"S"
"426","08JC001",1956-03-01,"Flow",50.1116326464786,"S"
"427","08JC001",1956-03-02,"Flow",49.8592794856907,"S"
"428","08JC001",1956-03-03,"Flow",49.1627203941176,"S"
"429","08JC001",1956-03-04,"Flow",47.9905737225579,"S"
"430","08JC001",1956-03-05,"Flow",48.3503385188342,"S"
"431","08JC001",1956-03-06,"Flow",49.5092204910793,"S"
"432","08JC001",1956-03-07,"Flow",50.4254562049108,"S"
"433","08JC001",1956-03-08,"Flow",50.6525737455936,"S"
"434","08JC001",1956-03-09,"Flow",50.8405438852888,"S"
"435","08JC001",1956-03-10,"Flow",50.7764851667607,"S"
"436","08JC001",1956-03-11,"Flow",50.3571910782313,"S"
"437","08JC001",1956-03-12,"Flow",49.2963385539055,"S"
"438","08JC001",1956-03-13,"Flow",48.2843383919795,"S"
"439","08JC001",1956-03-14,"Flow",47.2665149549514,"S"
"440","08JC001",1956-03-15,"Flow",46.3848970612505,"S"
"441","08JC001",1956-03-16,"Flow",45.7873385394924,"S"
"442","08JC001",1956-03-17,"Flow",45.6595443991983,"S"
"443","08JC001",1956-03-18,"Flow",46.0658973856689,"S"
"444","08JC001",1956-03-19,"Flow",47.1872503236101,"S"
"445","08JC001",1956-03-20,"Flow",48.2005444639042,"S"
"446","08JC001",1956-03-21,"Flow",48.9171621594924,"S"
"447","08JC001",1956-03-22,"Flow",49.3293386850806,"S"
"448","08JC001",1956-03-23,"Flow",49.9476034136101,"S"
"449","08JC001",1956-03-24,"Flow",50.380485675963,"S"
"450","08JC001",1956-03-25,"Flow",50.8120739177277,"S"
